Strategy,Final Value,Return (%),Trades
DMAC,4.651027559200603,-53.48972440799397,12
RSI Mean Reversion,17.432001519996483,74.32001519996483,32
Combined RSI + DMAC,11.836010007001201,18.36010007001201,4
Buy & Hold,3.912280787366883,-60.87719212633117,0
