Strategy,Final Value,Return (%),Trades
DMAC,12.7479446452039,27.479446452038992,2
RSI Mean Reversion,4.7510378391576635,-52.48962160842336,12
Combined RSI + DMAC,5.166794105601044,-48.332058943989566,70
Buy & Hold,47.25961675128998,372.5961675128998,0
