Strategy,Final Value,Return (%),Trades
DMAC,50.635169263527054,406.3516926352706,0
RSI Mean Reversion,13.247638229816552,32.47638229816552,54
Combined RSI + DMAC,12.226629272971085,22.266292729710855,6
Buy & Hold,78.8540446892477,688.540446892477,0
