Strategy,Final Value,Return (%),Trades
DMAC,14.69792155974196,46.979215597419596,14
RSI Mean Reversion,6.941829050705737,-30.581709492942633,26
Combined RSI + DMAC,8.28600651940848,-17.139934805915203,20
Buy & Hold,17.80310982830106,78.0310982830106,0
