Strategy,Final Value,Return (%),Trades
DMAC,7.279702374489036,-27.202976255109647,14
RSI Mean Reversion,6.928906284708828,-30.710937152911722,40
Combined RSI + DMAC,12.667987972819375,26.679879728193747,24
Buy & Hold,4.436381249369639,-55.636187506303614,0
